OPSNET : Tower Operations : Standard Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"From 01/2020 To 11/2023 | Facility=MCO, ACY, AMA, ANC, APA, ATL, AUS, AVL, BCT, BDL, BED, BFI, BFM, BJC, BKL, BNA, BOS, BTR, BUF, BWI, BZN, CHO, CHS, CID, CMA, CMH, DAL, DCA, DEN, DSM, DTW, EGE, EWR, EYW, FAT, FAY, FDK, FLL, FSD, FSM, FTW, FTY, FXE, GEG, GRB, GRR, GSO, GYY, HEF, HNL, HOU, HPN, HSV, HXD, IAD, IAH, ICT, IFP, IND, INT, ISM, ITO, IXD, JAX, KOA, LAS, LAX, LEX, LFT, LGB, LIH, LIT, LRD, LUK, MAF, MCI, MDW, MEM, MHT, MIA, MKC, MKE, MMU, MOB, MSP, MSY, NEW, OAK, OGG, OMA, OPF, ORD, ORF, PBI, PDK, PIE, PSP, PVU, PWK, RDU, ROA, RST, SAF, SAN, SAT, SAV, SBA, SDL, SEA, SFO, SHV, SJC, SLC, STL, STP, STS, STT, SUS, SWF, TEB, TMB, TPA, TTN, TXK, TYS, UGN, VNY",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,IFR Itinerant,,,,,IFR Overflight,,,,,VFR Itinerant,,,,,VFR Overflight,,,,,Local,,,,,
Oct-23,ISM,FL,ASO,ES,Federal Contract Tower,0,519,"2,141",5,"2,665",0,0,0,0,0,0,124,"3,657",1,"3,782",0,139,"1,350",0,"1,489","5,142",4,"5,146","11,593","13,082",
Oct-23,ITO,HI,AWP,WE,Combined TRACON & Tower with Radar,"1,449",205,58,102,"1,814",0,0,0,0,0,0,"1,009",240,87,"1,336",0,27,13,5,45,621,205,826,"3,976","4,021",
Oct-23,IXD,KS,ACE,CE,Federal Contract Tower,0,238,775,31,"1,044",0,0,14,0,14,0,18,"2,428",64,"2,510",0,18,142,0,160,"3,304",10,"3,314","6,868","7,042",
Oct-23,JAX,FL,ASO,ES,Combined TRACON & Tower with Radar,"5,410","1,187",958,190,"7,745",33,68,109,4,214,0,31,281,72,384,0,60,104,8,172,146,72,218,"8,347","8,733",
Oct-23,KOA,HI,AWP,WE,Federal Contract Tower,"3,094",125,221,131,"3,571",0,0,0,0,0,0,620,"1,317",97,"2,034",0,5,2,0,7,"3,534",224,"3,758","9,363","9,370",
Oct-23,LAS,NV,AWP,WE,Towers with Radar,"38,215","5,040","3,809",783,"47,847",10,89,149,0,248,0,"8,480",179,46,"8,705",0,873,570,12,"1,455",0,0,0,"56,552","58,255",
Oct-23,LAX,CA,AWP,WE,Towers with Radar,"47,014","1,726","1,044",24,"49,808",39,2,5,1,47,1,2,73,12,88,0,16,"1,278",97,"1,391",0,0,0,"49,896","51,334",
Oct-23,LEX,KY,ASO,CE,Combined TRACON & Tower with Radar,"1,464","1,135","2,348",114,"5,061",0,9,11,4,24,0,76,"1,586",36,"1,698",0,74,36,3,113,"1,411",8,"1,419","8,178","8,315",
Oct-23,LFT,LA,ASW,CE,Combined TRACON & Tower with Radar,766,261,702,35,"1,764",4,4,13,0,21,0,379,995,7,"1,381",0,49,191,1,241,658,0,658,"3,803","4,065",
Oct-23,LGB,CA,AWP,WE,Towers with Radar,"3,075",723,"1,930",61,"5,789",3,6,22,1,32,0,321,"8,022",36,"8,379",0,21,"1,187",33,"1,241","18,371",0,"18,371","32,539","33,812",
Oct-23,LIH,HI,AWP,WE,Federal Contract Tower,"2,749",285,115,83,"3,232",0,0,0,0,0,6,"6,364",379,37,"6,786",0,0,4,2,6,"1,184",8,"1,192","11,210","11,216",
Oct-23,LIT,AR,ASW,ES,Combined TRACON & Tower with Radar,"2,295",951,"1,665",282,"5,193",4,5,29,7,45,0,108,975,46,"1,129",0,338,176,10,524,"1,050",115,"1,165","7,487","8,056",
Oct-23,LRD,TX,ASW,CE,Federal Contract Tower,837,829,645,175,"2,486",0,0,0,0,0,0,59,527,76,662,0,0,51,3,54,44,389,433,"3,581","3,635",
Oct-23,LUK,OH,ASO,CE,Federal Contract Tower,12,"1,198","1,563",21,"2,794",0,8,10,0,18,0,414,"2,087",19,"2,520",0,102,151,2,255,"5,239",24,"5,263","10,577","10,850",
Oct-23,MAF,TX,ASW,CE,Combined TRACON & Tower with Radar,"1,561",721,"1,164",315,"3,761",2,23,36,7,68,0,16,417,82,515,0,36,545,2,583,284,236,520,"4,796","5,447",
Oct-23,MCI,MO,ACE,CE,Combined TRACON & Tower with Radar,"9,503",338,217,122,"10,180",20,10,12,9,51,0,17,79,47,143,0,13,76,0,89,26,79,105,"10,428","10,568",
Oct-23,MCO,FL,ASO,ES,Towers with Radar,"32,608","1,479","1,083",14,"35,184",17,1,0,0,18,1,65,168,3,237,0,26,32,0,58,0,0,0,"35,421","35,497",
Oct-23,MDW,IL,AGL,CE,Towers with Radar,"15,946","2,774","1,900",13,"20,633",14,2,16,0,32,1,68,559,19,647,0,61,131,24,216,0,0,0,"21,280","21,528",
Oct-23,MEM,TN,ASO,ES,Towers with Radar,"15,876","1,089","1,334",67,"18,366",31,1,11,0,43,0,25,97,22,144,17,73,211,20,321,0,0,0,"18,510","18,874",
Oct-23,MHT,NH,ANE,EN,Towers with Radar,"1,603",702,521,31,"2,857",1,22,68,7,98,1,156,682,14,853,0,21,355,2,378,494,4,498,"4,208","4,684",
Oct-23,MIA,FL,ASO,ES,Combined TRACON & Tower with Radar,"33,382","1,854",931,40,"36,207",9,2,1,1,13,90,40,147,1,278,1,2,648,5,656,0,0,0,"36,485","37,154",
Oct-23,MKC,MO,ACE,CE,Towers with Radar,20,"1,749","1,590",20,"3,379",7,5,5,0,17,1,588,"2,348",42,"2,979",0,148,373,13,534,"2,508",12,"2,520","8,878","9,429",
Oct-23,MKE,WI,AGL,CE,Combined TRACON & Tower with Radar,"5,224","1,790",664,125,"7,803",1,33,60,2,96,0,80,557,7,644,0,64,88,1,153,0,0,0,"8,447","8,696",
Oct-23,MMU,NJ,AEA,EN,Towers with Radar,1,"1,185","1,308",3,"2,497",35,510,364,3,912,0,9,"2,541",1,"2,551",0,28,568,1,597,"4,345",0,"4,345","9,393","10,902",
Oct-23,MOB,AL,ASO,CE,Combined TRACON & Tower with Radar,357,437,414,"1,514","2,722",40,8,44,92,184,0,8,463,721,"1,192",0,36,24,37,97,664,763,"1,427","5,341","5,622",
Oct-23,MSP,MN,AGL,CE,Towers with Radar,"25,913","1,754",755,138,"28,560",10,122,294,2,428,0,7,26,13,46,0,328,285,14,627,0,0,0,"28,606","29,661",
Oct-23,MSY,LA,ASW,CE,Combined TRACON & Tower with Radar,"9,584",533,625,15,"10,757",14,5,15,0,34,0,145,81,8,234,0,90,303,132,525,0,0,0,"10,991","11,550",
Oct-23,NEW,LA,ASW,CE,Towers with Radar,0,391,"1,649",136,"2,176",5,1,9,2,17,0,163,"2,046",72,"2,281",0,62,72,22,156,"2,184",78,"2,262","6,719","6,892",
Oct-23,OAK,CA,AWP,WE,Towers with Radar,"9,493","1,719",860,28,"12,100",5,51,164,1,221,1,248,"1,780",70,"2,099",0,95,"1,034",35,"1,164","3,396",1,"3,397","17,596","18,981",
Oct-23,OGG,HI,AWP,WE,Towers with Radar,"4,410",246,141,33,"4,830",0,1,0,0,1,22,"2,988",853,62,"3,925",0,50,18,6,74,"1,027",20,"1,047","9,802","9,877",
Oct-23,OMA,NE,ACE,CE,Towers with Radar,"4,400","1,499","1,270",35,"7,204",1,0,7,0,8,1,25,539,25,590,0,73,149,8,230,855,18,873,"8,667","8,905",
Oct-23,OPF,FL,ASO,ES,Federal Contract Tower,17,"1,906","4,121",65,"6,109",0,0,0,0,0,0,112,"3,471",295,"3,878",0,18,875,0,893,"4,629",241,"4,870","14,857","15,750",
Oct-23,ORD,IL,AGL,CE,Towers with Radar,"52,373","10,869",319,0,"63,561",16,21,7,0,44,0,0,52,0,52,0,51,56,0,107,0,0,0,"63,613","63,764",
Oct-23,ORF,VA,AEA,EN,Combined TRACON & Tower with Radar,"4,375",616,849,51,"5,891",36,0,4,116,156,0,19,672,276,967,0,2,123,272,397,191,20,211,"7,069","7,622",
Oct-23,PBI,FL,ASO,ES,Combined TRACON & Tower with Radar,"4,291","3,704","2,642",44,"10,681",2,9,13,5,29,1,183,"1,390",88,"1,662",0,72,623,41,736,42,0,42,"12,385","13,150",
Oct-23,PDK,GA,ASO,ES,Towers with Radar,2,"2,387","4,009",30,"6,428",0,14,23,2,39,0,152,"5,192",4,"5,348",0,213,691,7,911,"4,946",2,"4,948","16,724","17,674",
Oct-23,PIE,FL,ASO,ES,Towers with Radar,"1,334","1,673","1,817",223,"5,047",3,1,76,3,83,0,358,"2,198",290,"2,846",0,14,418,70,502,"7,136",141,"7,277","15,170","15,755",
Oct-23,PSP,CA,AWP,WE,Towers with Radar,"2,469",653,516,87,"3,725",4,3,2,1,10,0,129,745,46,920,1,140,142,12,295,173,0,173,"4,818","5,123",
Oct-23,PVU,UT,ANM,WE,Federal Contract Tower,523,377,974,15,"1,889",0,0,28,0,28,0,"1,214","3,454",18,"4,686",0,25,524,7,556,"7,898",8,"7,906","14,481","15,065",
Oct-23,PWK,IL,AGL,CE,Towers with Radar,2,"1,701","1,860",2,"3,565",1,1,4,0,6,0,80,"2,066",0,"2,146",0,2,37,0,39,"2,624",46,"2,670","8,381","8,426",
Oct-23,RDU,NC,ASO,EN,Combined TRACON & Tower with Radar,"12,341","1,678","2,284",168,"16,471",18,3,0,0,21,0,532,"2,161",225,"2,918",0,7,54,12,73,25,16,41,"19,430","19,524",
Oct-23,ROA,VA,AEA,EN,Combined TRACON & Tower with Radar,436,"1,057",634,61,"2,188",1,3,2,1,7,0,16,"1,075",44,"1,135",0,24,38,18,80,"1,814",50,"1,864","5,187","5,274",
Oct-23,RST,MN,AGL,CE,Combined TRACON & Tower with Radar,314,628,871,20,"1,833",2,10,7,0,19,0,161,645,23,829,0,52,37,1,90,"1,390",82,"1,472","4,134","4,243",
Oct-23,SAF,NM,ASW,CE,Federal Contract Tower,489,568,690,74,"1,821",0,1,0,0,1,0,56,"1,175",186,"1,417",0,27,30,0,57,999,100,"1,099","4,337","4,395",
Oct-23,SAN,CA,AWP,WE,Towers with Radar,"17,160","1,274",721,17,"19,172",5,2,0,3,10,2,5,105,49,161,0,100,"1,455",817,"2,372",0,0,0,"19,333","21,715",
Oct-23,SAT,TX,ASW,CE,Combined TRACON & Tower with Radar,"8,480","1,583","2,739",122,"12,924",8,3,8,5,24,1,455,844,71,"1,371",0,104,274,45,423,0,0,0,"14,295","14,742",
Oct-23,SAV,GA,ASO,ES,Combined TRACON & Tower with Radar,"3,398","1,487","2,368",188,"7,441",7,0,6,8,21,0,107,"2,115",29,"2,251",0,114,67,5,186,219,35,254,"9,946","10,153",
Oct-23,SBA,CA,AWP,WE,Combined TRACON & Tower with Radar,"1,222","1,151","1,143",33,"3,549",6,1,5,0,12,2,82,"1,958",30,"2,072",0,48,61,7,116,"1,774",12,"1,786","7,407","7,535",
Oct-23,SDL,AZ,AWP,CE,Towers with Radar,0,"2,462","2,897",23,"5,382",0,4,7,0,11,0,"2,829","3,587",7,"6,423",0,185,216,0,401,"5,254",0,"5,254","17,059","17,471",
Oct-23,SEA,WA,ANM,WE,Towers with Radar,"36,114",292,74,0,"36,480",45,42,27,0,114,0,2,18,0,20,0,7,45,0,52,0,0,0,"36,500","36,666",
Oct-23,SFO,CA,AWP,WE,Towers with Radar,"30,708","1,890",558,42,"33,198",32,5,71,3,111,0,103,61,187,351,0,29,389,4,422,0,0,0,"33,549","34,082",
Oct-23,SHV,LA,ASW,CE,Combined TRACON & Tower with Radar,914,765,475,31,"2,185",5,5,11,0,21,0,37,322,9,368,0,41,103,0,144,2,0,2,"2,555","2,720",
Oct-23,SJC,CA,AWP,WE,Towers with Radar,"9,421","2,054","1,734",5,"13,214",4,210,153,21,388,0,37,714,9,760,0,93,730,40,863,478,0,478,"14,452","15,703",
Oct-23,SLC,UT,ANM,WE,Towers with Radar,"19,908","2,791","1,802",133,"24,634",0,3,4,0,7,0,337,"1,716",126,"2,179",0,405,"1,082",23,"1,510",86,0,86,"26,899","28,416",
Oct-23,STL,MO,ACE,CE,Towers with Radar,"12,447","1,081",444,58,"14,030",13,167,229,7,416,61,8,67,25,161,0,97,208,2,307,16,16,32,"14,223","14,946",
Oct-23,STP,MN,AGL,CE,Towers with Radar,2,557,"1,114",35,"1,708",11,6,21,0,38,0,63,699,123,885,0,83,199,5,287,542,66,608,"3,201","3,526",
Oct-23,STS,CA,AWP,WE,Towers with Radar,756,491,760,8,"2,015",0,0,16,0,16,0,381,"2,431",10,"2,822",0,78,98,1,177,"2,722",6,"2,728","7,565","7,758",
Oct-23,STT,VI,ASO,ES,Towers with Radar,528,523,171,11,"1,233",2,8,0,0,10,1,"1,172","1,001",6,"2,180",0,373,37,6,416,436,4,440,"3,853","4,279",
Oct-23,SUS,MO,ACE,CE,Towers with Radar,1,"1,407","1,845",42,"3,295",0,4,10,0,14,0,574,"2,904",46,"3,524",0,14,92,2,108,"5,736",26,"5,762","12,581","12,703",
Oct-23,SWF,NY,AEA,EN,Federal Contract Tower,276,329,387,82,"1,074",0,0,6,2,8,0,31,"1,131",176,"1,338",0,30,108,1,139,626,292,918,"3,330","3,477",
Oct-23,TEB,NJ,AEA,EN,Towers with Radar,5,"8,641","6,088",22,"14,756","10,317",235,133,1,"10,686",0,374,"1,148",45,"1,567",1,184,290,45,520,0,0,0,"16,323","27,529",
Oct-23,TMB,FL,ASO,ES,Towers with Radar,0,415,"1,990",19,"2,424",1,1,3,0,5,0,89,"9,313",16,"9,418",0,1,258,3,262,"13,392",2,"13,394","25,236","25,503",
Oct-23,TPA,FL,ASO,ES,Combined TRACON & Tower with Radar,"14,987","1,981","1,878",34,"18,880",19,5,14,1,39,14,77,586,40,717,1,28,707,124,860,4,0,4,"19,601","20,500",
Oct-23,TTN,NJ,AEA,EN,Federal Contract Tower,349,524,995,0,"1,868",0,0,0,0,0,0,0,"6,263",10,"6,273",0,2,196,3,201,"1,044",0,"1,044","9,185","9,386",
Oct-23,TXK,AR,ASW,CE,Federal Contract Tower,166,116,491,53,826,0,0,0,0,0,0,146,372,24,542,0,97,108,0,205,448,80,528,"1,896","2,101",
Oct-23,TYS,TN,ASO,ES,Combined TRACON & Tower with Radar,"2,893","1,748","2,836",634,"8,111",0,3,1,6,10,0,56,"1,524",194,"1,774",0,17,10,4,31,"1,479",299,"1,778","11,663","11,704",
Oct-23,UGN,IL,AGL,CE,Federal Contract Tower,0,283,470,5,758,0,0,0,0,0,0,1,"2,815",1,"2,817",0,0,208,2,210,842,0,842,"4,417","4,627",
Oct-23,VNY,CA,AWP,WE,Towers with Radar,16,"2,850","3,228",7,"6,101","2,516",745,444,7,"3,712",0,75,"8,406",34,"8,515",0,32,"1,565",36,"1,633","15,747",2,"15,749","30,365","35,710",
Nov-23,ACY,NJ,AEA,EN,Combined TRACON & Tower with Radar,716,387,736,413,"2,252",0,0,7,2,9,1,30,"1,092",406,"1,529",0,1,44,5,50,636,562,"1,198","4,979","5,038",
Nov-23,AMA,TX,ASW,CE,Combined TRACON & Tower with Radar,760,533,450,455,"2,198",0,2,14,2,18,0,34,225,83,342,0,29,187,19,235,270,192,462,"3,002","3,255",
Nov-23,ANC,AK,AAL,WE,Towers with Radar,"10,738","3,734",754,223,"15,449",43,35,31,172,281,0,632,981,212,"1,825",0,25,40,42,107,212,0,212,"17,486","17,874",
Nov-23,APA,CO,ANM,WE,Towers with Radar,28,"2,478","2,811",182,"5,499",0,1,7,12,20,0,"1,911","6,055",109,"8,075",0,31,87,11,129,"15,878",23,"15,901","29,475","29,624",
Nov-23,ATL,GA,ASO,ES,Towers with Radar,"62,536",633,437,43,"63,649",44,9,65,1,119,0,4,159,10,173,0,202,172,42,416,0,0,0,"63,822","64,357",
Nov-23,AUS,TX,ASW,CE,Combined TRACON & Tower with Radar,"16,782","2,183","3,371",188,"22,524",93,42,54,5,194,9,52,573,193,827,0,201,357,244,802,50,58,108,"23,459","24,455",
Nov-23,AVL,NC,ASO,ES,Combined TRACON & Tower with Radar,"1,926",710,"1,750",299,"4,685",0,2,5,2,9,0,47,731,82,860,0,13,54,2,69,"1,270",159,"1,429","6,974","7,052",
Nov-23,BCT,FL,ASO,ES,Federal Contract Tower,0,"1,534","1,395",0,"2,929",0,0,2,0,2,0,8,"2,253",0,"2,261",0,4,"1,270",12,"1,286","1,754",0,"1,754","6,944","8,232",
Nov-23,BDL,CT,ANE,EN,Towers with Radar,"4,706",582,726,78,"6,092",3,15,30,12,60,0,32,376,146,554,0,35,201,6,242,124,22,146,"6,792","7,094",
Nov-23,BED,MA,ANE,EN,Towers with Radar,47,"2,222","2,004",17,"4,290",0,8,15,1,24,0,281,"2,914",0,"3,195",0,47,284,5,336,"3,418",2,"3,420","10,905","11,265",
Nov-23,BFI,WA,ANM,WE,Towers with Radar,616,"1,818","1,810",31,"4,275",59,39,248,1,347,0,842,"3,270",24,"4,136",0,322,546,39,907,"4,042",10,"4,052","12,463","13,717",
Nov-23,BFM,AL,ASO,CE,Federal Contract Tower,184,117,413,531,"1,245",50,12,33,8,103,0,68,231,432,731,0,87,42,123,252,240,"2,188","2,428","4,404","4,759",
Nov-23,BJC,CO,ANM,WE,Towers with Radar,3,"1,004","1,280",20,"2,307",0,12,22,0,34,2,660,"6,999",106,"7,767",0,49,214,11,274,"11,169",117,"11,286","21,360","21,668",
Nov-23,BKL,OH,AGL,CE,Federal Contract Tower,0,383,507,9,899,0,23,37,0,60,0,527,641,14,"1,182",0,430,93,6,529,878,0,878,"2,959","3,548",
Nov-23,BNA,TN,ASO,ES,Combined TRACON & Tower with Radar,"17,286","2,712","2,131",68,"22,197",29,32,147,2,210,0,34,803,122,959,0,302,661,17,980,0,0,0,"23,156","24,346",
Nov-23,BOS,MA,ANE,EN,Towers with Radar,"26,611","3,835",636,14,"31,096",14,95,108,3,220,0,684,116,9,809,0,590,526,22,"1,138",0,0,0,"31,905","33,263",
Nov-23,BTR,LA,ASW,CE,Combined TRACON & Tower with Radar,863,788,"1,598",86,"3,335",0,6,23,3,32,0,117,935,11,"1,063",0,20,131,4,155,"1,039",0,"1,039","5,437","5,624",
Nov-23,BUF,NY,AEA,CE,Combined TRACON & Tower with Radar,"4,005",752,530,17,"5,304",17,2,1,1,21,0,102,326,13,441,0,35,40,3,78,0,0,0,"5,745","5,844",
Nov-23,BWI,MD,AEA,EN,Towers with Radar,"18,421","1,202",764,65,"20,452",31,3,16,0,50,1,24,118,19,162,0,246,522,51,819,0,0,0,"20,614","21,483",
Nov-23,BZN,MT,ANM,WE,Federal Contract Tower,"1,225",497,"1,005",6,"2,733",0,0,0,0,0,0,72,"2,808",4,"2,884",0,7,7,0,14,"4,329",12,"4,341","9,958","9,972",
Nov-23,CHO,VA,AEA,EN,Federal Contract Tower,599,"1,694","1,581",170,"4,044",0,0,0,0,0,0,552,"2,113",75,"2,740",2,220,209,0,431,"3,100",992,"4,092","10,876","11,307",
Nov-23,CHS,SC,ASO,ES,Combined TRACON & Tower with Radar,"4,912","1,389","2,056",574,"8,931",4,14,47,6,71,1,132,"1,287",33,"1,453",0,30,54,1,85,326,196,522,"10,906","11,062",
Nov-23,CID,IA,ACE,CE,Combined TRACON & Tower with Radar,"1,347",345,471,31,"2,194",8,2,4,0,14,6,10,579,11,606,0,11,17,0,28,"1,118",50,"1,168","3,968","4,010",
Nov-23,CMA,CA,AWP,WE,Towers with Radar,0,247,"1,633",9,"1,889",0,0,384,237,621,0,6,"4,802",11,"4,819",0,0,310,22,332,"6,483",0,"6,483","13,191","14,144",
Nov-23,CMH,OH,AGL,CE,Combined TRACON & Tower with Radar,"7,226","1,275","1,296",2,"9,799",50,197,207,5,459,0,35,323,5,363,0,259,529,9,797,0,0,0,"10,162","11,418",
Nov-23,DAL,TX,ASW,CE,Towers with Radar,"12,763","4,380","3,774",36,"20,953",16,207,688,0,911,0,123,452,1,576,0,851,981,16,"1,848",0,0,0,"21,529","24,288",
Nov-23,DCA,DC,AEA,EN,Towers with Radar,"24,064",189,154,22,"24,429",22,2,51,4,79,2,4,4,145,155,0,"1,139","1,392","1,233","3,764",0,0,0,"24,584","28,427",
Nov-23,DEN,CO,ANM,WE,Towers with Radar,"49,472","6,035",236,32,"55,775",70,24,7,2,103,0,12,21,1,34,0,22,40,5,67,0,0,0,"55,809","55,979",
Nov-23,DSM,IA,ACE,CE,Combined TRACON & Tower with Radar,"2,632",468,"1,110",63,"4,273",21,17,62,0,100,13,36,"1,199",200,"1,448",21,306,413,7,747,"2,150",43,"2,193","7,914","8,761",
Nov-23,DTW,MI,AGL,CE,Towers with Radar,"23,212",460,333,4,"24,009",62,69,53,0,184,0,2,58,0,60,0,5,62,2,69,0,0,0,"24,069","24,322",
Nov-23,EGE,CO,ANM,WE,Federal Contract Tower,146,464,476,0,"1,086",0,0,0,0,0,0,5,687,131,823,0,1,17,8,26,"1,048",166,"1,214","3,123","3,149",
Nov-23,EWR,NJ,AEA,EN,Towers with Radar,"32,914",753,359,2,"34,028",8,23,38,1,70,1,79,718,16,814,0,978,"7,902",477,"9,357",0,0,0,"34,842","44,269",
Nov-23,EYW,FL,ASO,ES,Federal Contract Tower,"1,639",439,906,8,"2,992",0,2,6,552,560,0,82,"1,944",15,"2,041",2,104,520,270,896,122,6,128,"5,161","6,617",
Nov-23,FAT,CA,AWP,WE,Combined TRACON & Tower with Radar,"2,265",300,732,105,"3,402",1,0,2,3,6,1,318,"2,539",141,"2,999",0,68,335,4,407,"1,432",136,"1,568","7,969","8,382",
Nov-23,FAY,NC,ASO,EN,Combined TRACON & Tower with Radar,233,336,455,83,"1,107",0,0,0,1,1,0,50,651,13,714,0,52,170,10,232,982,25,"1,007","2,828","3,061",
Nov-23,FDK,MD,AEA,EN,Federal Contract Tower,0,30,314,11,355,0,0,4,0,4,0,110,"2,753",0,"2,863",0,32,84,16,132,"4,768",16,"4,784","8,002","8,138",
Nov-23,FLL,FL,ASO,ES,Towers with Radar,"20,712","2,299","2,084",45,"25,140",81,4,6,2,93,63,304,514,58,939,1,47,"1,123",40,"1,211",0,0,0,"26,079","27,383",
Nov-23,FSD,SD,AGL,CE,Combined TRACON & Tower with Radar,"1,278","1,294","1,380",290,"4,242",7,12,4,3,26,0,160,884,26,"1,070",0,381,118,12,511,742,182,924,"6,236","6,773",
Nov-23,FSM,AR,ASW,ES,Combined TRACON & Tower with Radar,154,97,386,69,706,0,0,0,0,0,0,55,614,38,707,0,23,39,0,62,276,20,296,"1,709","1,771",
Nov-23,FTW,TX,ASW,CE,Towers with Radar,27,978,"2,772",87,"3,864",131,33,123,92,379,0,50,"3,624",34,"3,708",0,226,512,14,752,"10,376",62,"10,438","18,010","19,141",
Nov-23,FTY,GA,ASO,ES,Federal Contract Tower,0,397,"1,469",0,"1,866",0,0,0,0,0,0,1,"1,203",18,"1,222",0,0,734,2,736,"2,042",0,"2,042","5,130","5,866",
Nov-23,FXE,FL,ASO,ES,Towers with Radar,2,"1,771","3,371",8,"5,152",0,13,93,1,107,1,456,"5,150",15,"5,622",0,29,315,10,354,"2,919",0,"2,919","13,693","14,154",
Nov-23,GEG,WA,ANM,WE,Combined TRACON & Tower with Radar,"3,732",806,398,32,"4,968",20,54,115,117,306,0,18,111,11,140,0,92,106,29,227,42,0,42,"5,150","5,683",
Nov-23,GRB,WI,AGL,CE,Combined TRACON & Tower with Radar,510,597,733,25,"1,865",0,5,2,0,7,0,14,"1,105",20,"1,139",0,31,27,1,59,544,0,544,"3,548","3,614",
Nov-23,GRR,MI,AGL,CE,Towers with Radar,"2,792",846,"1,243",11,"4,892",2,0,1,1,4,0,75,755,4,834,0,9,26,0,35,"1,092",0,"1,092","6,818","6,857",
Nov-23,GSO,NC,ASO,ES,Combined TRACON & Tower with Radar,"2,757",832,"1,358",251,"5,198",11,8,17,0,36,9,27,"1,854",34,"1,924",0,7,45,0,52,"2,127",181,"2,308","9,430","9,518",
Nov-23,GYY,IN,AGL,CE,Federal Contract Tower,45,206,637,17,905,0,0,0,0,0,0,7,375,121,503,0,2,264,6,272,826,124,950,"2,358","2,630",
Nov-23,HEF,VA,AEA,EN,Towers with Radar,1,486,"1,066",52,"1,605",0,0,1,3,4,0,"1,105","1,730",104,"2,939",0,31,27,26,84,"3,962",0,"3,962","8,506","8,594",
Nov-23,HNL,HI,AWP,WE,Towers with Radar,"14,046","3,499",592,"1,037","19,174",0,0,0,5,5,0,"3,740","3,387",186,"7,313",0,0,0,1,1,0,0,0,"26,487","26,493",
Nov-23,HOU,TX,ASW,CE,Towers with Radar,"10,483","2,623","3,284",4,"16,394",21,36,40,4,101,0,45,989,32,"1,066",0,856,406,150,"1,412",0,0,0,"17,460","18,973",
Nov-23,HPN,NY,AEA,EN,Towers with Radar,"2,270","4,034","2,659",3,"8,966",3,2,5,0,10,0,346,"3,245",8,"3,599",0,23,282,3,308,"1,688",0,"1,688","14,253","14,571",
Nov-23,HSV,AL,ASO,ES,Combined TRACON & Tower with Radar,"1,174","1,085",546,729,"3,534",1,1,17,18,37,0,18,725,150,893,0,10,53,32,95,224,628,852,"5,279","5,411",
Nov-23,HXD,SC,ASO,ES,Federal Contract Tower,130,517,824,26,"1,497",0,0,0,0,0,0,0,"1,078",5,"1,083",0,0,42,92,134,136,26,162,"2,742","2,876",
Nov-23,IAD,VA,AEA,EN,Towers with Radar,"15,268","5,303","2,479",40,"23,090",10,25,21,1,57,0,30,65,4,99,0,174,226,89,489,0,0,0,"23,189","23,735",
Nov-23,IAH,TX,ASW,CE,Towers with Radar,"29,841","4,529",569,6,"34,945",21,13,6,0,40,0,22,34,16,72,0,64,292,67,423,0,0,0,"35,017","35,480",
Nov-23,ICT,KS,ACE,CE,Combined TRACON & Tower with Radar,"1,904",863,"1,858",719,"5,344",2,19,37,14,72,3,125,"1,610",140,"1,878",0,65,97,20,182,"2,064",188,"2,252","9,474","9,728",
Nov-23,IFP,AZ,AWP,WE,Federal Contract Tower,79,15,82,5,181,0,0,0,0,0,3,130,364,15,512,0,126,93,4,223,212,6,218,911,"1,134",
Nov-23,IND,IN,AGL,CE,Combined TRACON & Tower with Radar,"10,239",928,952,100,"12,219",1,7,57,0,65,0,"3,428",196,7,"3,631",0,98,119,5,222,0,0,0,"15,850","16,137",
Nov-23,INT,NC,ASO,ES,Federal Contract Tower,18,354,603,4,979,0,2,2,0,4,0,129,"1,409",19,"1,557",0,313,46,0,359,"1,330",14,"1,344","3,880","4,243",
Nov-23,ISM,FL,ASO,ES,Federal Contract Tower,0,481,"1,874",3,"2,358",0,0,0,0,0,1,93,"2,837",0,"2,931",0,122,"1,076",0,"1,198","4,346",0,"4,346","9,635","10,833",
Nov-23,ITO,HI,AWP,WE,Combined TRACON & Tower with Radar,"1,453",238,95,208,"1,994",0,0,0,0,0,1,765,189,116,"1,071",0,35,2,6,43,606,333,939,"4,004","4,047",
Nov-23,IXD,KS,ACE,CE,Federal Contract Tower,0,268,766,15,"1,049",0,0,8,0,8,0,157,"2,442",98,"2,697",0,6,171,14,191,"3,972",6,"3,978","7,724","7,923",
Nov-23,JAX,FL,ASO,ES,Combined TRACON & Tower with Radar,"5,447","1,088","1,045",213,"7,793",27,91,126,5,249,0,38,220,53,311,0,59,107,10,176,192,112,304,"8,408","8,833",
Nov-23,KOA,HI,AWP,WE,Federal Contract Tower,"2,990",183,290,126,"3,589",0,0,0,0,0,0,555,"1,265",17,"1,837",0,8,4,5,17,"4,574",164,"4,738","10,164","10,181",
